/* DATA DESCRIPTION:
Citation:	Hammer, C U; Dahl-Jensen, Dorthe (1999): GRIP Accumulation Rates [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55084
Related to:	Dahl-Jensen, Dorthe; Johnsen, Sigfús Jóhann; Hammer, C U; Clausen, Henrik Brink; Jouzel, Jean (1993): Past accumulation rates derived from observed annual layers in the GRIP ice core from Summit, central Greenland. In: Peltier, W R (ed.), Ice in the Climate System,Springer-Verlag, Berlin-Heidelberg, Germany, 517-532
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Hammer, C U; Andersen, Katrine K; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Hvidberg, Christine Schøtt; Iversen, P (1997): The stratigraphic dating of the GRIP ice core. Special Report of the Geophysical Department, Niels Bohr Institute for Astronomy physics and Geophysics, University of Copenhagen
	Johnsen, Sigfús Jóhann; Dahl-Jensen, Dorthe; Dansgaard, W; Gundestrup, Niels S (1995): Greenland palaeotemperatures derived from GRIP bore hole temperature and ice core isotope profiles. Tellus Series B-Chemical and Physical Meteorology, 47(5), 624-629, https://doi.org/10.1034/j.1600-0889.47.issue5.9.x
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 2983.20 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Depth at the top of the sample
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate per year [g/cm**2/a] (Acc rate) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk) * METHOD/DEVICE: Calculated * COMMENT: based on d18O
	Layer thickness [m] (Thickness) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10850 data points
*/
Depth ice/snow [m]	Age [ka BP]	Acc rate [g/cm**2/a]	Thickness [m]
2537.70	67.28500	0.083	0.00471
2538.25	67.40200	0.069	0.00390
2538.80	67.54200	0.090	0.00509
2539.35	67.65000	0.089	0.00504
2539.90	67.75900	0.113	0.00640
2540.45	67.84500	0.119	0.00671
2541.00	67.92700	0.111	0.00622
2541.55	68.01600	0.140	0.00786
2542.10	68.08500	0.129	0.00722
2542.65	68.16200	0.129	0.00724
2543.20	68.23700	0.161	0.00899
2543.75	68.29900	0.157	0.00875
2544.30	68.36100	0.164	0.00916
2544.85	68.42100	0.161	0.00892
2545.40	68.48300	0.164	0.00911
2545.95	68.54300	0.164	0.00908
2546.50	68.60400	0.162	0.00898
2547.05	68.66500	0.174	0.00961
2547.60	68.72200	0.159	0.00878
2548.15	68.78500	0.178	0.00980
2548.70	68.84100	0.169	0.00927
2549.25	68.90000	0.174	0.00955
2549.80	68.95800	0.211	0.01160
2550.35	69.00500	0.167	0.00914
2550.90	69.06500	0.183	0.00998
2551.45	69.12000	0.175	0.00952
2552.00	69.17800	0.188	0.01020
2552.55	69.23200	0.201	0.01090
2553.10	69.28200	0.191	0.01040
2553.65	69.33600	0.193	0.01050
2554.20	69.38800	0.194	0.01050
2554.75	69.44100	0.204	0.01100
2555.30	69.49100	0.208	0.01120
2555.85	69.54000	0.196	0.01050
2556.40	69.59200	0.215	0.01150
2556.95	69.64000	0.207	0.01110
2557.50	69.68900	0.179	0.00954
2558.05	69.74700	0.082	0.00435
2558.60	69.87300	0.068	0.00361
2559.15	70.02600	0.073	0.00386
2559.70	70.16800	0.065	0.00345
2560.25	70.32700	0.071	0.00375
2560.80	70.47400	0.064	0.00339
2561.35	70.63600	0.077	0.00405
2561.90	70.77100	0.061	0.00319
2562.45	70.94300	0.072	0.00376
2563.00	71.09000	0.067	0.00352
2563.55	71.24600	0.069	0.00360
2564.10	71.39800	0.068	0.00353
2564.65	71.55400	0.103	0.00536
2565.20	71.65600	0.123	0.00642
2565.75	71.74200	0.163	0.00846
2566.30	71.80700	0.138	0.00714
2566.85	71.88400	0.143	0.00738
2567.40	71.95800	0.139	0.00718
2567.95	72.03500	0.150	0.00771
2568.50	72.10600	0.147	0.00759
2569.05	72.17900	0.155	0.00799
2569.60	72.24700	0.161	0.00827
2570.15	72.31400	0.150	0.00766
2570.70	72.38600	0.165	0.00843
2571.25	72.45100	0.166	0.00849
2571.80	72.51600	0.161	0.00822
2572.35	72.58200	0.172	0.00873
2572.90	72.64500	0.165	0.00840
2573.45	72.71100	0.164	0.00831
2574.00	72.77700	0.168	0.00847
2574.55	72.84200	0.176	0.00887
2575.10	72.90400	0.168	0.00847
2575.65	72.96900	0.170	0.00855
2576.20	73.03300	0.185	0.00927
2576.75	73.09200	0.192	0.00963
2577.30	73.14900	0.176	0.00878
2577.85	73.21200	0.182	0.00906
2578.40	73.27200	0.186	0.00929
2578.95	73.33200	0.177	0.00880
2579.50	73.39400	0.190	0.00943
2580.05	73.45200	0.180	0.00893
2580.60	73.51400	0.187	0.00927
2581.15	73.57300	0.185	0.00914
2581.70	73.63300	0.205	0.01010
2582.25	73.68800	0.189	0.00929
2582.80	73.74700	0.195	0.00960
2583.35	73.80400	0.181	0.00888
2583.90	73.86600	0.208	0.01020
2584.45	73.92000	0.217	0.01060
2585.00	73.97200	0.188	0.00914
2585.55	74.03200	0.093	0.00453
2586.10	74.15300	0.088	0.00425
2586.65	74.28300	0.090	0.00435
2587.20	74.40900	0.086	0.00417
2587.75	74.54100	0.069	0.00335
2588.30	74.70500	0.080	0.00387
2588.85	74.84700	0.073	0.00352
2589.40	75.00300	0.084	0.00406
2589.95	75.13800	0.074	0.00356
2590.50	75.29200	0.095	0.00453
2591.05	75.41400	0.112	0.00534
2591.60	75.51700	0.131	0.00623
2592.15	75.60500	0.146	0.00692
2592.70	75.68400	0.161	0.00767
2593.25	75.75600	0.167	0.00791
2593.80	75.82500	0.135	0.00638
2594.35	75.91200	0.126	0.00596
2594.90	76.00400	0.131	0.00617
2595.45	76.09300	0.127	0.00595
2596.00	76.18500	0.147	0.00689
2596.55	76.26500	0.143	0.00671
2597.10	76.34700	0.142	0.00663
2597.65	76.43000	0.148	0.00690
2598.20	76.50900	0.152	0.00706
2598.75	76.58700	0.168	0.00781
2599.30	76.65700	0.171	0.00793
2599.85	76.72700	0.165	0.00765
2600.40	76.79800	0.170	0.00784
2600.95	76.86800	0.147	0.00679
2601.50	76.94900	0.162	0.00747
2602.05	77.02300	0.174	0.00801
2602.60	77.09200	0.144	0.00662
2603.15	77.17400	0.129	0.00590
2603.70	77.26800	0.139	0.00634
2604.25	77.35400	0.144	0.00655
2604.80	77.43800	0.143	0.00652
2605.35	77.52200	0.141	0.00639
2605.90	77.60800	0.149	0.00674
2606.45	77.69000	0.155	0.00702
2607.00	77.76800	0.159	0.00718
2607.55	77.84500	0.157	0.00710
2608.10	77.92200	0.155	0.00697
2608.65	78.00100	0.158	0.00710
2609.20	78.07800	0.155	0.00696
2609.75	78.15700	0.155	0.00694
2610.30	78.23600	0.169	0.00757
2610.85	78.30900	0.149	0.00665
2611.40	78.39200	0.162	0.00720
2611.95	78.46800	0.179	0.00796
2612.50	78.53700	0.181	0.00802
2613.05	78.60500	0.176	0.00777
2613.60	78.67600	0.170	0.00751
2614.15	78.74900	0.173	0.00764
2614.70	78.82100	0.175	0.00769
2615.25	78.89300	0.172	0.00755
2615.80	78.96500	0.179	0.00786
2616.35	79.03500	0.170	0.00743
2616.90	79.10900	0.178	0.00778
2617.45	79.18000	0.181	0.00787
2618.00	79.25000	0.189	0.00823
2618.55	79.31600	0.180	0.00781
2619.10	79.38700	0.184	0.00798
2619.65	79.45600	0.184	0.00793
2620.20	79.52500	0.195	0.00840
2620.75	79.59000	0.183	0.00786
2621.30	79.66000	0.195	0.00837
2621.85	79.72600	0.188	0.00803
2622.40	79.79400	0.190	0.00811
2622.95	79.86200	0.189	0.00806
2623.50	79.93000	0.183	0.00778
2624.05	80.00100	0.188	0.00799
2624.60	80.07000	0.196	0.00832
2625.15	80.13600	0.186	0.00786
2625.70	80.20600	0.188	0.00795
2626.25	80.27500	0.183	0.00772
2626.80	80.34600	0.176	0.00741
2627.35	80.42000	0.175	0.00734
2627.90	80.49500	0.189	0.00793
2628.45	80.56400	0.192	0.00802
2629.00	80.63300	0.188	0.00785
2629.55	80.70300	0.193	0.00803
2630.10	80.77100	0.199	0.00826
2630.65	80.83800	0.190	0.00788
2631.20	80.90700	0.192	0.00795
2631.75	80.97600	0.185	0.00763
2632.30	81.04800	0.184	0.00760
2632.85	81.12100	0.198	0.00815
2633.40	81.18800	0.209	0.00860
2633.95	81.25200	0.206	0.00844
2634.50	81.31700	0.197	0.00808
2635.05	81.38500	0.185	0.00756
2635.60	81.45800	0.193	0.00785
2636.15	81.52800	0.188	0.00766
2636.70	81.60000	0.192	0.00778
2637.25	81.67000	0.198	0.00800
2637.80	81.73900	0.208	0.00839
2638.35	81.80400	0.209	0.00843
2638.90	81.86900	0.207	0.00834
2639.45	81.93500	0.212	0.00853
2640.00	82.00000	0.204	0.00816
2640.55	82.06700	0.201	0.00804
2641.10	82.13600	0.200	0.00799
2641.65	82.20400	0.211	0.00840
2642.20	82.27000	0.211	0.00836
2642.75	82.33500	0.208	0.00823
2643.30	82.40200	0.199	0.00787
2643.85	82.47200	0.197	0.00779
2644.40	82.54300	0.201	0.00790
2644.95	82.61200	0.201	0.00791
2645.50	82.68100	0.215	0.00845
2646.05	82.74700	0.209	0.00819
2646.60	82.81400	0.215	0.00839
2647.15	82.87900	0.223	0.00869
2647.70	82.94200	0.222	0.00864
2648.25	83.00600	0.213	0.00828
2648.80	83.07200	0.143	0.00553
2649.35	83.17200	0.152	0.00586
2649.90	83.26500	0.185	0.00715
2650.45	83.34200	0.180	0.00693
2651.00	83.42100	0.157	0.00604
2651.55	83.51200	0.147	0.00563
2652.10	83.61000	0.144	0.00551
2652.65	83.71000	0.165	0.00629
2653.20	83.79700	0.143	0.00546
2653.75	83.89800	0.158	0.00600
2654.30	83.98900	0.145	0.00549
2654.85	84.08900	0.149	0.00563
2655.40	84.18700	0.135	0.00510
2655.95	84.29400	0.134	0.00506
2656.50	84.40300	0.141	0.00530
2657.05	84.50700	0.131	0.00492
2657.60	84.61900	0.132	0.00496
2658.15	84.72900	0.138	0.00514
2658.70	84.83600	0.119	0.00443
2659.25	84.96000	0.124	0.00460
2659.80	85.08000	0.129	0.00479
2660.35	85.19400	0.109	0.00405
2660.90	85.33000	0.123	0.00456
2661.45	85.45100	0.119	0.00440
2662.00	85.57500	0.112	0.00413
2662.55	85.70800	0.104	0.00383
2663.10	85.85200	0.110	0.00404
2663.65	85.98800	0.115	0.00421
2664.20	86.11800	0.152	0.00555
2664.75	86.21700	0.159	0.00577
2665.30	86.31200	0.138	0.00501
2665.85	86.42200	0.145	0.00526
2666.40	86.52700	0.161	0.00584
2666.95	86.62100	0.154	0.00556
2667.50	86.72000	0.158	0.00569
2668.05	86.81600	0.165	0.00592
2668.60	86.90900	0.164	0.00589
2669.15	87.00200	0.170	0.00607
2669.70	87.09300	0.170	0.00606
2670.25	87.18300	0.164	0.00582
2670.80	87.27800	0.149	0.00530
2671.35	87.38100	0.157	0.00557
2671.90	87.48000	0.167	0.00589
2672.45	87.57300	0.179	0.00633
2673.00	87.66000	0.173	0.00610
2673.55	87.75000	0.166	0.00584
2674.10	87.84400	0.176	0.00615
2674.65	87.93300	0.173	0.00606
2675.20	88.02400	0.176	0.00615
2675.75	88.11300	0.182	0.00633
2676.30	88.20000	0.171	0.00593
2676.85	88.29300	0.179	0.00619
2677.40	88.38200	0.162	0.00561
2677.95	88.47900	0.168	0.00579
2678.50	88.57400	0.172	0.00592
2679.05	88.66700	0.140	0.00479
2679.60	88.78200	0.150	0.00512
2680.15	88.88900	0.144	0.00493
2680.70	89.00100	0.147	0.00503
2681.25	89.11000	0.140	0.00476
2681.80	89.22500	0.144	0.00490
2682.35	89.33700	0.132	0.00447
2682.90	89.46000	0.137	0.00463
2683.45	89.57900	0.144	0.00485
2684.00	89.69200	0.143	0.00481
2684.55	89.80600	0.146	0.00491
2685.10	89.91800	0.132	0.00441
2685.65	90.04300	0.137	0.00459
2686.20	90.16300	0.128	0.00427
2686.75	90.29100	0.122	0.00405
2687.30	90.42700	0.134	0.00443
2687.85	90.55100	0.132	0.00438
2688.40	90.67600	0.131	0.00432
2688.95	90.80300	0.138	0.00454
2689.50	90.92400	0.139	0.00456
2690.05	91.04500	0.127	0.00415
2690.60	91.17700	0.139	0.00456
2691.15	91.29800	0.141	0.00460
2691.70	91.41700	0.137	0.00446
2692.25	91.54000	0.132	0.00428
2692.80	91.66900	0.138	0.00447
2693.35	91.79200	0.123	0.00398
2693.90	91.93000	0.132	0.00424
2694.45	92.05900	0.137	0.00442
2695.00	92.18400	0.136	0.00436
2695.55	92.30900	0.133	0.00427
2696.10	92.43800	0.128	0.00408
2696.65	92.57300	0.134	0.00427
2697.20	92.70200	0.146	0.00464
2697.75	92.82000	0.127	0.00402
2698.30	92.95700	0.139	0.00441
2698.85	93.08100	0.144	0.00454
2699.40	93.20200	0.142	0.00446
2699.95	93.32500	0.142	0.00446
2700.50	93.44900	0.139	0.00435
2701.05	93.57500	0.141	0.00441
2701.60	93.70000	0.137	0.00429
2702.15	93.82800	0.142	0.00443
2702.70	93.95200	0.143	0.00444
2703.25	94.07600	0.136	0.00420
2703.80	94.20600	0.148	0.00457
2704.35	94.32600	0.140	0.00432
2704.90	94.45400	0.158	0.00485
2705.45	94.56700	0.149	0.00457
2706.00	94.68700	0.147	0.00449
2706.55	94.81000	0.152	0.00464
2707.10	94.92800	0.147	0.00449
2707.65	95.05000	0.150	0.00456
2708.20	95.17100	0.146	0.00443
2708.75	95.29500	0.146	0.00442
2709.30	95.41900	0.153	0.00460
2709.85	95.53800	0.144	0.00434
2710.40	95.66500	0.155	0.00464
2710.95	95.78300	0.164	0.00490
2711.50	95.89500	0.155	0.00463
2712.05	96.01400	0.134	0.00399
2712.60	96.15200	0.154	0.00459
2713.15	96.27200	0.154	0.00457
2713.70	96.39200	0.144	0.00426
2714.25	96.52100	0.148	0.00437
2714.80	96.64700	0.158	0.00464
2715.35	96.76500	0.160	0.00470
2715.90	96.88200	0.166	0.00485
2716.45	96.99500	0.153	0.00448
2717.00	97.11700	0.161	0.00468
2717.55	97.23500	0.159	0.00462
2718.10	97.35400	0.162	0.00469
2718.65	97.47100	0.158	0.00458
2719.20	97.59100	0.163	0.00469
2719.75	97.70800	0.163	0.00468
2720.30	97.82500	0.161	0.00463
2720.85	97.94400	0.158	0.00453
2721.40	98.06500	0.181	0.00516
2721.95	98.17100	0.163	0.00465
2722.50	98.29000	0.177	0.00503
2723.05	98.39900	0.169	0.00480
2723.60	98.51300	0.178	0.00503
2724.15	98.62300	0.173	0.00487
2724.70	98.73500	0.179	0.00504
2725.25	98.84400	0.183	0.00514
2725.80	98.95100	0.176	0.00493
2726.35	99.06300	0.171	0.00476
2726.90	99.17800	0.179	0.00498
2727.45	99.28800	0.168	0.00467
2728.00	99.40600	0.177	0.00489
2728.55	99.51800	0.176	0.00487
2729.10	99.63100	0.171	0.00471
2729.65	99.74800	0.179	0.00491
2730.20	99.86000	0.181	0.00496
2730.75	99.97000	0.183	0.00501
2731.30	100.08000	0.184	0.00503
2731.85	100.18900	0.190	0.00516
2732.40	100.29600	0.183	0.00496
2732.95	100.40600	0.190	0.00514
2733.50	100.51300	0.184	0.00497
2734.05	100.62400	0.198	0.00533
2734.60	100.72700	0.197	0.00530
2735.15	100.83100	0.194	0.00519
2735.70	100.93600	0.192	0.00513
2736.25	101.04400	0.201	0.00537
2736.80	101.14600	0.201	0.00535
2737.35	101.24900	0.194	0.00514
2737.90	101.35500	0.189	0.00499
2738.45	101.46500	0.199	0.00526
2739.00	101.57000	0.199	0.00522
2739.55	101.67500	0.199	0.00522
2740.10	101.78000	0.205	0.00537
2740.65	101.88300	0.193	0.00504
2741.20	101.99200	0.206	0.00536
2741.75	102.09400	0.204	0.00529
2742.30	102.19800	0.204	0.00527
2742.85	102.30200	0.214	0.00552
2743.40	102.40100	0.211	0.00543
2743.95	102.50300	0.212	0.00543
2744.50	102.60400	0.214	0.00548
2745.05	102.70400	0.222	0.00565
2745.60	102.80100	0.212	0.00540
2746.15	102.90300	0.202	0.00512
2746.70	103.01000	0.198	0.00502
2747.25	103.11900	0.206	0.00520
2747.80	103.22500	0.216	0.00544
2748.35	103.32600	0.212	0.00532
2748.90	103.42900	0.225	0.00564
2749.45	103.52700	0.215	0.00538
2750.00	103.62900	0.205	0.00510
2750.55	103.73600	0.208	0.00516
2751.10	103.84300	0.185	0.00457
2751.65	103.96300	0.143	0.00354
2752.20	104.11800	0.181	0.00445
2752.75	104.24200	0.174	0.00427
2753.30	104.37000	0.139	0.00341
2753.85	104.53100	0.164	0.00399
2754.40	104.66900	0.197	0.00479
2754.95	104.78300	0.196	0.00477
2755.50	104.89800	0.159	0.00386
2756.05	105.04100	0.146	0.00353
2756.60	105.19600	0.148	0.00356
2757.15	105.35100	0.169	0.00407
2757.70	105.48500	0.197	0.00472
2758.25	105.60200	0.219	0.00524
2758.80	105.70700	0.225	0.00535
2759.35	105.80900	0.221	0.00525
2759.90	105.91400	0.207	0.00491
2760.45	106.02600	0.194	0.00458
2761.00	106.14600	0.180	0.00424
2761.55	106.27500	0.181	0.00425
2762.10	106.40500	0.174	0.00407
2762.65	106.54000	0.178	0.00416
2763.20	106.67200	0.168	0.00391
2763.75	106.81200	0.164	0.00380
2764.30	106.95700	0.175	0.00405
2764.85	107.09200	0.173	0.00400
2765.40	107.23000	0.171	0.00394
2765.95	107.36900	0.174	0.00399
2766.50	107.50700	0.173	0.00397
2767.05	107.64500	0.176	0.00403
2767.60	107.78200	0.172	0.00392
2768.15	107.92200	0.159	0.00361
2768.70	108.07400	0.168	0.00381
2769.25	108.21800	0.176	0.00398
2769.80	108.35600	0.169	0.00380
2770.35	108.50100	0.180	0.00404
2770.90	108.63700	0.164	0.00367
2771.45	108.78600	0.175	0.00390
2772.00	108.92700	0.168	0.00374
2772.55	109.07400	0.154	0.00341
2773.10	109.23500	0.153	0.00338
2773.65	109.39700	0.157	0.00346
2774.20	109.55600	0.142	0.00312
2774.75	109.73200	0.139	0.00304
2775.30	109.91300	0.150	0.00328
2775.85	110.08000	0.152	0.00331
2776.40	110.24700	0.144	0.00313
2776.95	110.42200	0.153	0.00330
2777.50	110.58800	0.152	0.00327
2778.05	110.75600	0.144	0.00310
2778.60	110.93300	0.136	0.00291
2779.15	111.12200	0.155	0.00332
2779.70	111.28700	0.188	0.00400
2780.25	111.42500	0.194	0.00412
2780.80	111.55800	0.152	0.00321
2781.35	111.72900	0.149	0.00315
2781.90	111.90300	0.150	0.00316
2782.45	112.07700	0.142	0.00297
2783.00	112.26200	0.150	0.00314
2783.55	112.43700	0.153	0.00320
2784.10	112.60800	0.153	0.00318
2784.65	112.78100	0.154	0.00320
2785.20	112.95200	0.177	0.00366
2785.75	113.10200	0.176	0.00362
2786.30	113.25400	0.178	0.00365
2786.85	113.40500	0.182	0.00374
2787.40	113.55100	0.167	0.00342
2787.95	113.71200	0.210	0.00428
2788.50	113.84000	0.247	0.00501
2789.05	113.95000	0.248	0.00501
2789.60	114.06000	0.244	0.00493
2790.15	114.17100	0.256	0.00514
2790.70	114.27800	0.256	0.00514
2791.25	114.38400	0.252	0.00504
2791.80	114.49300	0.247	0.00493
2792.35	114.60500	0.239	0.00474
2792.90	114.72100	0.235	0.00465
2793.45	114.83900	0.244	0.00481
2794.00	114.95300	0.248	0.00488
2794.55	115.06600	0.246	0.00481
2795.10	115.18000	0.246	0.00481
2795.65	115.29400	0.266	0.00518
2796.20	115.40000	0.268	0.00520
2796.75	115.50500	0.234	0.00453
2797.30	115.62700	0.268	0.00516
2797.85	115.73300	0.258	0.00496
2798.40	115.84400	0.247	0.00474
2798.95	115.96000	0.243	0.00465
2799.50	116.07800	0.228	0.00434
2800.05	116.20400	0.228	0.00433
2800.60	116.33100	0.230	0.00435
2801.15	116.45700	0.225	0.00424
2801.70	116.58700	0.230	0.00433
2802.25	116.71400	0.234	0.00439
2802.80	116.83900	0.235	0.00439
2803.35	116.96400	0.232	0.00432
2803.90	117.09100	0.223	0.00413
2804.45	117.22400	0.201	0.00372
2805.00	117.37100	0.185	0.00340
2805.55	117.53300	0.172	0.00316
2806.10	117.70600	0.167	0.00306
2806.65	117.88500	0.163	0.00297
2807.20	118.07000	0.176	0.00320
2807.75	118.24200	0.176	0.00319
2808.30	118.41400	0.156	0.00282
2808.85	118.60900	0.236	0.00424
2809.40	118.73800	0.267	0.00479
2809.95	118.85300	0.266	0.00476
2810.50	118.96800	0.254	0.00452
2811.05	119.08900	0.262	0.00465
2811.60	119.20700	0.267	0.00473
2812.15	119.32400	0.266	0.00469
2812.70	119.44100	0.262	0.00461
2813.25	119.56000	0.264	0.00462
2813.80	119.67800	0.266	0.00465
2814.35	119.79600	0.265	0.00461
2814.90	119.91600	0.237	0.00412
2815.45	120.04900	0.230	0.00398
2816.00	120.18700	0.229	0.00395
2816.55	120.32600	0.239	0.00410
2817.10	120.46000	0.245	0.00419
2817.65	120.59000	0.237	0.00404
2818.20	120.72600	0.232	0.00395
2818.75	120.86600	0.228	0.00387
2819.30	121.00800	0.227	0.00384
2819.85	121.15100	0.208	0.00349
2820.40	121.30800	0.209	0.00350
2820.95	121.46500	0.204	0.00341
2821.50	121.62600	0.190	0.00317
2822.05	121.79900	0.191	0.00316
2822.60	121.97300	0.199	0.00329
2823.15	122.14000	0.213	0.00350
2823.70	122.29700	0.213	0.00350
2824.25	122.45300	0.206	0.00337
2824.80	122.61700	0.206	0.00335
2825.35	122.78000	0.198	0.00321
2825.90	122.95200	0.202	0.00327
2826.45	123.11900	0.199	0.00321
2827.00	123.29000	0.201	0.00322
2827.55	123.46100	0.197	0.00316
2828.10	123.63500	0.184	0.00293
2828.65	123.82200	0.190	0.00302
2829.20	124.00400	0.194	0.00308
2829.75	124.18300	0.206	0.00325
2830.30	124.35100	0.212	0.00333
2830.85	124.51600	0.196	0.00307
2831.40	124.69500	0.188	0.00294
2831.95	124.88100	0.194	0.00302
2832.50	125.06300	0.190	0.00294
2833.05	125.25000	0.176	0.00271
2833.60	125.45200	0.185	0.00285
2834.15	125.64500	0.182	0.00279
2834.70	125.84200	0.183	0.00280
2835.25	126.03800	0.173	0.00263
2835.80	126.24700	0.183	0.00277
2836.35	126.44500	0.217	0.00327
2836.90	126.61300	0.259	0.00389
2837.45	126.75400	0.266	0.00398
2838.00	126.89200	0.267	0.00399
2838.55	127.03000	0.268	0.00398
2839.10	127.16800	0.267	0.00395
2839.65	127.30700	0.264	0.00390
2840.20	127.44800	0.267	0.00393
2840.75	127.58700	0.263	0.00384
2841.30	127.73000	0.263	0.00383
2841.85	127.87300	0.267	0.00387
2842.40	128.01500	0.267	0.00387
2842.95	128.15700	0.267	0.00385
2843.50	128.30000	0.268	0.00384
2844.05	128.44300	0.268	0.00383
2844.60	128.58600	0.267	0.00380
2845.15	128.73000	0.267	0.00378
2845.70	128.87500	0.268	0.00379
2846.25	129.02000	0.266	0.00374
2846.80	129.16700	0.226	0.00317
2847.35	129.34000	0.211	0.00294
2847.90	129.52700	0.268	0.00373
2848.45	129.67400	0.268	0.00371
2849.00	129.82200	0.262	0.00362
2849.55	129.97300	0.267	0.00367
2850.10	130.12300	0.268	0.00367
2850.65	130.27300	0.267	0.00364
2851.20	130.42400	0.266	0.00362
2851.75	130.57500	0.240	0.00325
2852.30	130.74400	0.231	0.00311
2852.85	130.92100	0.267	0.00359
2853.40	131.07400	0.233	0.00311
2853.95	131.25000	0.231	0.00307
2854.50	131.42900	0.221	0.00293
2855.05	131.61600	0.207	0.00273
2855.60	131.81700	0.268	0.00352
2856.15	131.97300	0.268	0.00350
2856.70	132.13000	0.266	0.00346
2857.25	132.28800	0.268	0.00347
2857.80	132.44600	0.235	0.00304
2858.35	132.62700	0.161	0.00208
2858.90	132.89100	0.160	0.00205
2859.45	133.15900	0.249	0.00318
2860.00	133.33200	0.267	0.00340
2860.55	133.49300	0.268	0.00339
2861.10	133.65500	0.267	0.00337
2861.65	133.81800	0.226	0.00284
2862.20	134.01200	0.199	0.00249
2862.75	134.23200	0.214	0.00267
2863.30	134.43800	0.153	0.00189
2863.85	134.72800	0.147	0.00181
2864.40	135.03100	0.218	0.00267
2864.95	135.23600	0.225	0.00275
2865.50	135.43500	0.199	0.00243
2866.05	135.66100	0.186	0.00226
2866.60	135.90400	0.163	0.00197
2867.15	136.18300	0.210	0.00252
2867.70	136.40100	0.186	0.00223
2868.25	136.64700	0.128	0.00152
2868.80	137.00700	0.129	0.00153
2869.35	137.36500	0.170	0.00201
2869.90	137.63900	0.171	0.00201
2870.45	137.91200	0.255	0.00298
2871.00	138.09600	0.198	0.00231
2871.55	138.33300	0.204	0.00236
2872.10	138.56500	0.200	0.00231
2872.65	138.80300	0.154	0.00177
2873.20	139.11300	0.155	0.00178
2873.75	139.42200	0.141	0.00160
2874.30	139.76400	0.150	0.00170
2874.85	140.08600	0.143	0.00162
2875.40	140.42500	0.129	0.00145
2875.95	140.80500	0.126	0.00141
2876.50	141.19400	0.136	0.00151
2877.05	141.55700	0.119	0.00132
2877.60	141.97200	0.122	0.00135
2878.15	142.37900	0.125	0.00138
2878.70	142.77800	0.153	0.00168
2879.25	143.10500	0.137	0.00149
2879.80	143.47200	0.144	0.00156
2880.35	143.82300	0.138	0.00149
2880.90	144.19100	0.139	0.00150
2881.45	144.55700	0.140	0.00150
2882.00	144.92300	0.097	0.00103
2882.55	145.45400	0.107	0.00113
2883.10	145.94000	0.119	0.00125
2883.65	146.37900	0.116	0.00121
2884.20	146.83100	0.098	0.00102
2884.75	147.36800	0.118	0.00123
2885.30	147.81500	0.117	0.00121
2885.85	148.26800	0.116	0.00120
2886.40	148.72600	0.122	0.00125
2886.95	149.16500	0.111	0.00113
2887.50	149.65200	0.113	0.00115
2888.05	150.12900	0.118	0.00119
2888.60	150.59200	0.132	0.00132
2889.15	151.00800	0.126	0.00126
2889.70	151.44300	0.128	0.00127
2890.25	151.87400	0.132	0.00131
2890.80	152.29400	0.137	0.00135
2891.35	152.70200	0.129	0.00127
2891.90	153.13600	0.131	0.00127
2892.45	153.56700	0.136	0.00132
2893.00	153.98300	0.201	0.00194
2893.55	154.26700	0.127	0.00121
2894.10	154.71800	0.124	0.00118
2894.65	155.18200	0.115	0.00109
2895.20	155.68300	0.136	0.00128
2895.75	156.11200	0.143	0.00135
2896.30	156.51900	0.140	0.00130
2896.85	156.94000	0.111	0.00104
2897.40	157.46900	0.113	0.00105
2897.95	157.99300	0.125	0.00115
2898.50	158.47200	0.203	0.00185
